height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,shotOnTarget,shotOffTarget,shotOnPost,shotBlocked,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,shotsTotal,ranking
186,86,21,FALSE,TRUE,-DC-,D(C),England,tr,EPL,9,0,0,1,0,0,Ozan Kabak,Ozan,Kabak,356743,Defender,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.715555556,803,1,201
180,78,32,FALSE,TRUE,-DL-DR-MR-,"D(LR),M(R)",England,gb-eng,EPL,34,0,4,14,0,3,Matthew Lowton,Matthew,Lowton,80067,Defender,184,Burnley,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.715,3060,21,202
193,87,27,FALSE,TRUE,-DC-,D(C),England,es,EPL,10,0,0,1,0,1,Pablo Marí,Pablo,Marí,141032,Defender,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.714,900,2,203
198,89,31,FALSE,TRUE,-GK-,GK,England,se,EPL,7,0,0,0,0,0,Robin Olsen,Robin,Olsen,41554,Goalkeeper,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.712857143,630,0,204
191,87,32,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,1,0,0,0,0,0,David Button,David,Button,34388,Goalkeeper,175,West Bromwich Albion,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.71,90,0,205
188,82,29,FALSE,TRUE,-DC-,D(C),England,py,EPL,14,0,2,5,1,1,Fabián Balbuena,Fabián,Balbuena,282871,Defender,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.708571429,1198,8,206
0,0,20,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,9,0,0,5,0,2,Rhys Williams,Rhys,Williams,401782,Defender,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.706666667,661,7,207
180,65,28,FALSE,TRUE,-MC-MR-,M(CR),England,ma,EPL,23,0,13,6,0,16,Hakim Ziyech,Hakim,Ziyech,115868,Midfielder,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.706521739,1180,35,208
189,77,25,FALSE,TRUE,-DC-,D(C),England,pl,EPL,36,0,6,4,0,0,Jan Bednarek,Jan,Bednarek,136742,Defender,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.701666667,3104,10,209
184,76,22,FALSE,TRUE,-DC-DR-,D(CR),England,gb-eng,EPL,6,0,1,1,0,0,Japhet Tanganga,Japhet,Tanganga,384063,Defender,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.698333333,489,2,210
0,0,21,FALSE,TRUE,-DL-,D(L),England,gb-eng,EPL,19,0,2,0,0,0,Tyrick Mitchell,Tyrick,Mitchell,389579,Defender,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.697894737,1710,2,211
183,78,20,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,gb-wls,EPL,25,0,2,4,0,1,Ethan Ampadu,Ethan,Ampadu,322418,Defender,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.6976,2091,7,212
190,80,23,FALSE,TRUE,-FW-,FW,England,gb-eng,EPL,22,0,13,14,0,5,Tammy Abraham,Tammy,Abraham,317506,Forward,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.695909091,1036,32,213
201,93,33,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,8,0,0,0,0,0,Fraser Forster,Fraser,Forster,29796,Goalkeeper,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.695,720,0,214
187,80,26,FALSE,TRUE,-DC-DR-,D(CR),England,se,EPL,29,0,1,3,0,0,Victor Lindelöf,Victor,Lindelöf,100008,Defender,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.694482759,2586,4,215
180,71,25,FALSE,TRUE,-DC-DR-MR-,"D(CR),M(R)",England,nl,EPL,22,0,1,3,0,3,Kenny Tete,Kenny,Tete,145996,Defender,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.693636364,1483,7,216
190,80,32,FALSE,TRUE,-DC-DR-MC-MR-,"D(CR),M(CR)",England,gb-eng,EPL,31,0,1,7,1,2,Chris Basham,Chris,Basham,35607,Defender,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.692903226,2586,10,217
178,74,26,FALSE,TRUE,-DR-MR-,"D(R),M(R)",England,es,EPL,25,0,5,4,0,6,Héctor Bellerín,Héctor,Bellerín,125211,Defender,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.692,2093,15,218
165,58,25,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,pt,EPL,24,0,14,8,1,10,Daniel Podence,Daniel,Castelo Podence,300513,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.682916667,1679,32,219
178,70,24,FALSE,TRUE,-DC-DL-ML-,"D(CL),M(L)",England,gb-sct,EPL,27,0,3,6,0,6,Kieran Tierney,Kieran,Tierney,297403,Defender,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.680740741,2302,15,220
191,86,29,FALSE,TRUE,-FW-,FW,England,sn,EPL,16,0,10,14,1,1,Mbaye Diagne,Mbaye,Diagne,142072,Forward,175,West Bromwich Albion,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.675625,1194,25,221
188,79,25,FALSE,TRUE,-AMC-AML-FW-,"AM(CL),FW",England,gb-sct,EPL,23,0,13,11,1,6,Oliver McBurnie,Oliver,McBurnie,138695,Forward,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.674347826,1319,30,222
170,61,34,FALSE,TRUE,-MC-,M(C),England,pt,EPL,33,0,4,5,0,5,João Moutinho,João Filipe Iria,Santos Moutinho,16161,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.674242424,2534,14,223
175,66,23,FALSE,TRUE,-MC-,M(C),England,br,EPL,33,0,8,12,0,6,Douglas Luiz,Douglas Luiz,Soares de Paulo,337883,Midfielder,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.673939394,2790,26,224
184,71,34,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,uy,EPL,26,0,15,12,0,7,Edinson Cavani,Edinson,Cavani,24328,Forward,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.673076923,1372,34,225
182,77,30,FALSE,TRUE,-FW-MC-ML-MR-,"M(CLR),FW",England,es,EPL,26,0,18,16,1,12,Rodrigo,Rodrigo,Moreno,83459,Forward,19,Leeds,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.673076923,1291,46,226
188,82,31,FALSE,TRUE,-DC-DR-,D(CR),England,gb-eng,EPL,22,0,5,10,0,1,Craig Dawson,Craig,Dawson,73063,Defender,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.670909091,1926,16,227
176,70,27,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,gb-eng,EPL,29,0,2,0,0,1,Charlie Taylor,Charlie,Taylor,107462,Defender,184,Burnley,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.670344828,2429,3,228
187,81,25,FALSE,TRUE,-DC-,D(C),England,co,EPL,18,0,0,1,0,4,Davinson Sánchez,Davinson,Sánchez,322655,Defender,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.67,1487,5,229
185,79,26,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,gb-eng,EPL,24,0,2,7,0,7,Isaac Hayden,Isaac,Hayden,136356,Midfielder,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.668333333,1946,16,230
186,79,31,FALSE,TRUE,-FW-MC-ML-MR-,"M(CLR),FW",England,is,EPL,36,0,17,16,2,16,Gylfi Sigurdsson,Gylfi,Sigurdsson,69346,Midfielder,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.667777778,2256,49,231
185,73,30,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,24,0,15,11,2,9,Danny Welbeck,Danny,Welbeck,39308,Forward,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.664166667,1547,35,232
183,82,29,FALSE,TRUE,-DC-DL-,D(CL),England,gb-wls,EPL,15,0,1,2,0,0,Paul Dummett,Paul,Dummett,112009,Defender,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.664,1256,3,233
179,74,26,FALSE,TRUE,-DR-ML-MR-,"D(R),M(LR)",England,gb-eng,EPL,26,0,9,10,1,11,Jacob Murphy,Jacob,Murphy,141486,Midfielder,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.663076923,1621,30,234
191,82,22,FALSE,TRUE,-DC-DL-,D(CL),England,gh,EPL,12,0,1,3,0,0,Mohammed Salisu,Mohammed,Salisu,362357,Defender,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.6625,843,4,235
188,88,27,FALSE,TRUE,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,28,0,2,8,0,4,Eric Dier,Eric,Dier,117973,Midfielder,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.659285714,2520,14,236
180,75,20,FALSE,TRUE,-AML-FW-,"AM(L),FW",England,br,EPL,14,0,8,9,0,3,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,380706,Forward,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.657857143,588,20,237
181,72,26,FALSE,TRUE,-DR-MC-MR-,"D(R),M(CR)",England,gb-eng,EPL,31,0,4,7,1,2,Harrison Reed,Harrison,Reed,135724,Midfielder,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.655483871,2251,13,238
174,70,27,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,py,EPL,34,0,15,7,1,11,Miguel Almirón,Miguel,Almirón,303924,Midfielder,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.655294118,2438,33,239
0,0,20,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,,EPL,14,0,3,2,0,2,Luke Thomas,Luke,Thomas,396317,Defender,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.652857143,972,7,240
175,77,32,FALSE,TRUE,-AMC-AML-AMR-,AM(CLR),England,br,EPL,25,0,3,10,2,7,Willian,Willian,Borges Da Silva,29463,Forward,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.6516,1407,20,241
177,67,32,FALSE,TRUE,-DC-DR-MR-,"D(CR),M(R)",England,ie,EPL,25,0,4,3,1,5,Séamus Coleman,Séamus,Coleman,31826,Defender,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.6504,1612,12,242
188,83,26,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,be,EPL,33,0,8,18,3,5,Leander Dendoncker,Leander,Dendoncker,124106,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.65030303,2501,31,243
178,72,28,FALSE,TRUE,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gh,EPL,27,0,10,4,0,4,Jeffrey Schlupp,Jeffrey,Schlupp,91822,Midfielder,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.64962963,1426,18,244
188,85,24,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,13,0,0,0,0,0,Dean Henderson,Dean,Henderson,304008,Goalkeeper,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.648461538,1125,0,245
185,77,27,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,31,0,0,0,0,0,Jordan Pickford,Jordan,Pickford,110189,Goalkeeper,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.647096774,2743,0,246
183,75,33,FALSE,TRUE,-DR-MR-,"D(R),M(R)",England,eg,EPL,14,0,1,7,0,1,Ahmed El Mohamady,Ahmed Eissa,El Mohamady Abdel Fattah,34876,Defender,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.642857143,832,9,247
194,92,24,FALSE,TRUE,-DC-,D(C),England,fr,EPL,18,0,2,1,0,0,Issa Diop,Issa,Diop,300359,Defender,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.642777778,1379,3,248
173,70,33,FALSE,TRUE,-AMC-AML-FW-,"AM(CL),FW",England,ar,EPL,12,0,12,5,0,2,Sergio Agüero,Sergio,Agüero,14260,Forward,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.641666667,559,19,249
185,88,31,FALSE,TRUE,-DC-DL-,D(CL),England,ie,EPL,22,0,2,4,0,2,Ciaran Clark,Ciaran,Clark,70099,Defender,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.641363636,1893,8,250
190,83,32,FALSE,TRUE,-DC-,D(C),England,ar,EPL,24,0,2,2,0,0,Federico Fernández,Federico,Fernández,44847,Defender,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.635833333,2083,4,251
172,76,31,FALSE,TRUE,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gb-sct,EPL,18,0,1,4,0,6,Matt Ritchie,Matt,Ritchie,68648,Midfielder,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.635555556,1352,11,252
184,63,24,FALSE,TRUE,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,28,0,3,2,0,0,Mason Holgate,Mason,Holgate,297544,Defender,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.634642857,2290,5,253
182,0,21,FALSE,TRUE,-AMC-,AM(C),England,gb-eng,EPL,30,0,7,13,1,9,Conor Gallagher,Conor,Gallagher,375621,Midfielder,175,West Bromwich Albion,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.633666667,2532,29,254
175,80,31,FALSE,TRUE,-DMC-,DMC,England,gb-eng,EPL,38,0,7,10,1,3,Ashley Westwood,Ashley,Westwood,79050,Midfielder,184,Burnley,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.633421053,3411,20,255
172,72,28,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,br,EPL,30,0,6,7,0,5,Lucas Moura,Lucas,Rodrigues Moura da Silva,92508,Forward,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.630333333,1403,18,256
176,63,26,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,it,EPL,2,0,0,0,0,0,Emerson,Emerson,Palmieri dos Santos,101955,Defender,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.63,89,0,257
185,85,26,FALSE,TRUE,-DL-DMC-ML-,"D(L),DMC,M(L)",England,fr,EPL,13,0,2,2,0,2,Benjamin Mendy,Benjamin,Mendy,105962,Defender,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.626923077,955,6,258
184,82,24,FALSE,TRUE,-DC-DL-DR-ML-MR-,"D(CLR),M(LR)",England,ng,EPL,31,0,4,7,0,3,Ola Aina,Ola,Aina,315543,Defender,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.626774194,2671,14,259
190,83,36,FALSE,TRUE,-GK-,GK,England,pl,EPL,35,0,0,0,0,0,Lukasz Fabianski,Lukasz,Fabianski,20973,Goalkeeper,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.624857143,3150,0,260
183,76,25,FALSE,TRUE,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,35,0,5,18,1,3,Darnell Furlong,Darnell,Furlong,262401,Defender,175,West Bromwich Albion,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.624571429,2932,26,261
175,69,30,FALSE,TRUE,-MC-ML-MR-,M(CLR),England,nl,EPL,38,0,9,13,1,9,Georginio Wijnaldum,Georginio,Wijnaldum,33568,Midfielder,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.622894737,2947,31,262
177,68,25,FALSE,TRUE,-FW-MC-MR-,"M(CR),FW",England,ar,EPL,18,0,6,6,0,3,Giovani Lo Celso,Giovani,Lo Celso,303908,Midfielder,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.617222222,950,15,263
173,63,29,FALSE,TRUE,-DL-MC-ML-MR-,"D(L),M(CLR)",England,mk,EPL,36,0,8,10,1,7,Ezgjan Alioski,Ezgjan,Alioski,137161,Midfielder,19,Leeds,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.616666667,2466,25,264
171,76,23,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,gb-wls,EPL,15,0,6,3,0,8,Daniel James,Daniel,James,302313,Midfielder,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.614,914,17,265
188,86,27,FALSE,TRUE,-GK-,GK,England,br,EPL,36,0,0,0,0,0,Ederson,Ederson,Santana de Moraes,121774,Goalkeeper,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.613333333,3240,0,266
175,70,27,FALSE,TRUE,-DL-DR-MR-,"D(LR),M(R)",England,pt,EPL,15,0,4,0,0,3,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,120763,Defender,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.613333333,959,7,267
168,64,27,FALSE,TRUE,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,11,0,0,5,0,1,Jack Robinson,Jack,Robinson,86594,Defender,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.606363636,875,6,268
0,0,18,FALSE,TRUE,,Midfielder,England,,EPL,4,0,5,1,0,3,Fabio Carvalho,Fabio,Carvalho,401385,Midfielder,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.605,255,9,269
188,83,22,FALSE,TRUE,-FW-MC-MR-,"M(CR),FW",England,de,EPL,27,0,16,11,0,6,Kai Havertz,Kai,Havertz,326413,Midfielder,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.6,1522,33,270
182,78,23,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,gb-eng,EPL,36,0,1,3,0,6,Ben White,Ben,White,322036,Defender,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.598888889,3195,10,271
178,72,27,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,es,EPL,25,0,13,5,0,13,Ayoze Pérez,Ayoze,Pérez,135366,Forward,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.598,1333,31,272
188,89,27,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,19,0,3,8,0,4,Jamaal Lascelles,Jamaal,Lascelles,105171,Defender,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.597368421,1628,15,273
184,85,27,FALSE,TRUE,-DMC-,DMC,England,ga,EPL,28,0,3,10,0,6,Mario Lemina,Mario,Lemina,123481,Midfielder,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.597142857,1705,19,274
197,90,23,FALSE,TRUE,-GK-,GK,England,es,EPL,27,0,0,0,0,0,Robert Sánchez,Robert,Sánchez,362151,Goalkeeper,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.590740741,2430,0,275
172,67,25,FALSE,TRUE,-AMC-AML-AMR-,AM(CLR),England,dz,EPL,30,0,12,16,0,7,Saïd Benrahma,Saïd,Benrahma,137021,Forward,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.590333333,1392,35,276
172,64,26,FALSE,TRUE,-MC-,M(C),England,gn,EPL,10,0,2,1,0,6,Naby Keita,Naby,Keita,243510,Midfielder,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.59,524,9,277
192,85,24,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,de,EPL,17,0,1,3,0,5,Robin Koch,Robin,Koch,276205,Defender,19,Leeds,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.589411765,1131,9,278
0,0,24,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,18,0,2,3,0,2,Maximilian Kilman,Maximilian,Kilman,368310,Defender,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.587777778,1307,7,279
185,75,28,FALSE,TRUE,-DC-,D(C),England,ie,EPL,31,0,3,9,0,2,John Egan,John,Egan,108632,Defender,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.58,2630,14,280
185,75,20,FALSE,TRUE,-MC-,M(C),England,gb-eng,EPL,24,0,9,3,0,7,Curtis Jones,Curtis,Jones,355354,Midfielder,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.57875,1178,19,281
194,85,32,FALSE,TRUE,-DMC-,DMC,England,rs,EPL,20,0,3,1,0,2,Nemanja Matic,Nemanja,Matic,38128,Midfielder,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.5785,1102,6,282
188,76,34,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,15,0,1,1,0,2,Scott Dann,Scott,Dann,12124,Defender,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.576,1350,4,283
180,75,26,FALSE,TRUE,-DC-DL-DMC-,"D(CL),DMC",England,nl,EPL,10,0,1,1,0,1,Nathan Aké,Nathan,Aké,122945,Defender,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.574,797,3,284
180,70,23,FALSE,TRUE,-DC-,D(C),England,gb-wls,EPL,12,0,0,1,0,0,Joe Rodon,Joe,Rodon,302312,Defender,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.5725,732,1,285
173,69,24,FALSE,TRUE,-AMC-FW-,"AM(C),FW",England,fr,EPL,33,0,26,23,0,22,Neal Maupay,Neal,Maupay,119822,Forward,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.571818182,2519,71,286
193,86,35,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,20,0,3,5,0,3,Gary Cahill,Gary,Cahill,11981,Defender,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.571,1800,11,287
189,83,31,FALSE,TRUE,-DC-DMC-DR-,"D(CR),DMC",England,sn,EPL,36,0,2,3,1,2,Cheikhou Kouyaté,Cheikhou,Kouyaté,66741,Midfielder,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.570833333,3123,7,288
176,68,32,FALSE,TRUE,-FW-MC-ML-MR-,"M(CLR),FW",England,gb-eng,EPL,21,0,11,13,1,5,Theo Walcott,Theo,Walcott,13796,Forward,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.563809524,1629,29,289
186,76,26,FALSE,TRUE,-DL-DR-ML-,"D(LR),M(L)",England,br,EPL,3,0,0,2,0,2,Bernardo,Bernardo,Fernandes da Silva Junior,302588,Defender,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.563333333,204,4,290
181,76,28,FALSE,TRUE,-DC-DL-ML-,"D(CL),M(L)",England,gb-wls,EPL,20,0,0,2,0,1,Ben Davies,Ben,Davies,103837,Defender,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.561,1340,3,291
197,86,29,FALSE,TRUE,-GK-,GK,England,sn,EPL,31,0,0,0,0,0,Édouard Mendy,Édouard,Mendy,321390,Goalkeeper,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.560645161,2746,0,292
179,70,20,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,fr,EPL,21,0,6,4,0,5,Rayan Aït-Nouri,Rayan,Aït-Nouri,355401,Defender,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.558095238,1406,15,293
190,83,29,FALSE,TRUE,-GK-,GK,England,de,EPL,35,0,0,0,0,0,Bernd Leno,Bernd,Leno,92173,Goalkeeper,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.555428571,3132,0,294
186,80,30,FALSE,TRUE,-DMC-,DMC,England,rs,EPL,31,0,7,6,0,6,Luka Milivojevic,Luka,Milivojevic,70493,Midfielder,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.55483871,2365,19,295
188,77,23,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,38,0,0,0,0,0,Aaron Ramsdale,Aaron,Ramsdale,316858,Goalkeeper,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.552368421,3420,0,296
173,69,27,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,29,0,13,21,1,11,Nathan Redmond,Nathan,Redmond,86425,Midfielder,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.552068966,1731,45,297
188,83,31,FALSE,TRUE,-DL-DMC-DR-MR-,"D(LR),DMC,M(R)",England,gb-eng,EPL,26,0,1,1,0,0,Joel Ward,Joel,Ward,43105,Defender,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.551538462,2255,2,298
186,76,26,FALSE,TRUE,-GK-,GK,England,is,EPL,1,0,0,0,0,0,Rúnar Alex Rúnarsson,Rúnar Alex,Rúnarsson,141841,Goalkeeper,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.55,16,0,299
189,89,34,FALSE,TRUE,-GK-,GK,England,dk,EPL,38,0,0,0,0,0,Kasper Schmeichel,Kasper,Schmeichel,19545,Goalkeeper,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.547894737,3420,0,300
185,72,24,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,13,0,1,2,0,0,Kean Bryan,Kean,Bryan,318890,Defender,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.546923077,1007,3,301
175,73,27,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,pt,EPL,36,0,17,20,0,10,Ivan Cavaleiro,Ivan,Cavaleiro,137386,Forward,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.544444444,2476,47,302
180,75,25,FALSE,TRUE,-MC-ML-MR-,M(CLR),England,ng,EPL,30,0,3,4,0,8,Alex Iwobi,Alex,Iwobi,136824,Forward,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.540333333,1543,15,303
